trial_id	strategy	repeat_id	lora_rank	lora_alpha	learning_rate	batch_size	grad_accum_steps	warmup_ratio	weight_decay	lora_targets	max_steps	val_accuracy	val_closed_acc	val_open_acc	train_loss	train_time_min	peak_vram_mb	status	notes	agent_reasoning	phase	temperature
369	optuna	7	64	64	2e-05	2	4	0.0886	0.0769	minimal	200	0.324	0.6352	0.0273	1.3921959543228148	15.5	10012.5	completed				0.0
370	optuna	6	32	128	0.000317	4	8	0.0022	0.0244	medium	200	0.42	0.791	0.0664	0.6478212809562683	25.6	10681.6	completed				0.0
371	optuna	7	32	128	9.5e-05	1	8	0.0663	0.001	full	200	0.39	0.7459	0.0508	0.7246564459800721	24.9	10774.6	completed				0.0
372	optuna	6	32	128	0.000454	4	8	0.0021	0.024	medium	200	0.424	0.7951	0.0703	0.6350474166870117	25.3	11279.6	completed				0.0
373	optuna	7	8	32	0.000172	4	8	0.0099	0.0039	minimal	200	0.382	0.7213	0.0586	0.8178033018112183	24.1	11215.0	completed				0.0
374	optuna	6	32	128	0.000173	4	8	0.0013	0.0196	medium	200	0.404	0.7705	0.0547	0.6750579810142517	25.3	11877.6	completed				0.0
376	optuna	6	32	128	0.000494	4	8	0.0204	0.0983	medium	200	0.422	0.791	0.0703	0.644981107711792	25.2	12475.6	completed				0.0
375	optuna	7	32	128	0.00046	4	16	0.0611	0.0169	full	200	0.45	0.7951	0.1211	0.5517894756793976	46.7	12079.1	completed				0.0
377	optuna	6	32	128	0.000181	4	8	0.0174	0.0108	full	200	0.43	0.791	0.0859	0.6156959247589111	28.7	13216.7	completed				0.0
378	optuna	7	32	128	0.000141	4	8	0.0688	0.0158	full	200	0.422	0.7869	0.0742	0.6547423958778381	28.7	12618.7	completed				0.0
379	optuna	6	16	64	0.000159	4	8	0.0223	0.0118	full	200	0.42	0.7787	0.0781	0.6567651772499085	28.8	13722.0	completed				0.0
380	optuna	7	32	128	0.000443	4	16	0.0643	0.0184	full	200	0.456	0.7951	0.1328	0.5534713697433472	46.6	13275.1	completed				0.0
381	optuna	6	8	32	0.000132	2	16	0.0375	0.0341	full	200	0.384	0.7418	0.043	0.7283772993087768	40.5	14258.0	completed				0.0
382	optuna	7	32	128	5.2e-05	4	16	0.0586	0.0275	full	200	0.43	0.7992	0.0781	0.7066611528396607	46.5	13873.1	completed				0.0
383	optuna	6	32	128	3.7e-05	4	8	0.0134	0.0126	full	200	0.398	0.7705	0.043	0.7073645448684692	29.0	15010.7	completed				0.0
385	optuna	6	32	128	0.00012	4	8	0.0338	0.037	full	200	0.422	0.7869	0.0742	0.6459774112701416	28.8	15608.7	completed				0.0
384	optuna	7	32	128	5.5e-05	4	16	0.0996	0.0469	full	200	0.43	0.8074	0.0703	0.7265093517303467	47.5	14471.1	completed				0.0
386	optuna	6	32	64	0.000233	2	16	0.0422	0.0084	full	200	0.418	0.7787	0.0742	0.6513931035995484	41.1	16206.7	completed				0.0
387	optuna	7	32	128	0.000177	1	16	0.0451	0.0186	full	200	0.4	0.7664	0.0508	0.6534378600120544	38.5	14976.6	completed				0.0
388	optuna	7	4	16	0.000228	4	16	0.0708	0.0522	full	200	0.424	0.7992	0.0664	0.7424216675758362	45.7	15481.4	completed				0.0
389	optuna	7	32	128	0.000481	4	16	0.0575	0.0133	full	200	0.446	0.7828	0.125	0.5551919960975646	45.8	16265.1	completed				0.0
390	optuna	8	8	8	0.000488	4	4	0.0296	0.0581	medium	200	0.388	0.7336	0.0586	0.7906417274475097	19.1	4612.1	completed				0.0
391	optuna	9	32	32	6e-05	2	16	0.0246	0.0114	minimal	200	0.344	0.6762	0.0273	1.0611054015159607	32.8	4660.5	completed				0.0
392	optuna	8	16	32	4.5e-05	4	4	0.0326	0.025	minimal	200	0.338	0.6639	0.0273	1.1430439734458924	17.1	5210.0	completed				0.0
393	optuna	9	32	32	0.000286	2	8	0.0044	0.0569	medium	200	0.392	0.7541	0.0469	0.7185564398765564	22.0	5261.3	completed				0.0
394	optuna	8	16	16	2.5e-05	4	4	0.0852	0.0543	full	200	0.326	0.6352	0.0312	1.1419292759895325	19.8	5913.8	completed				0.0
395	optuna	9	8	8	0.000103	4	4	0.0812	0.0505	full	200	0.364	0.709	0.0352	0.9471195244789123	19.7	5851.8	completed				0.0
396	optuna	8	16	32	2.6e-05	1	4	0.0563	0.0855	medium	200	0.328	0.6434	0.0273	1.318221755027771	15.7	6401.1	completed				0.0
397	optuna	9	16	32	1e-05	2	4	0.0694	0.063	minimal	200	0.324	0.6352	0.0273	2.10903781414032	15.2	6390.1	completed				0.0
398	optuna	8	32	32	0.000237	4	8	0.0786	0.0936	full	200	0.402	0.7664	0.0547	0.7117651987075806	29.1	7236.7	completed				0.0
399	optuna	9	16	16	4.2e-05	2	4	0.0245	0.0158	minimal	200	0.324	0.6311	0.0312	1.4485647439956666	15.3	6988.1	completed				0.0
400	optuna	8	4	16	9.2e-05	1	8	0.0134	0.0432	full	200	0.37	0.7254	0.0312	0.8076760220527649	24.2	7598.9	completed				0.0
401	optuna	9	16	64	1.1e-05	1	8	0.0216	0.0654	full	200	0.34	0.6557	0.0391	0.9734966158866882	24.1	7691.9	completed				0.0
402	optuna	8	16	32	0.00015	1	4	0.0337	0.0832	full	200	0.388	0.7254	0.0664	0.7802601385116578	17.9	8282.4	completed				0.0
404	optuna	8	8	16	0.000443	1	4	0.0515	0.0654	full	200	0.382	0.7213	0.0586	0.7716776633262634	17.9	8818.5	completed				0.0
403	optuna	9	8	16	8.5e-05	2	16	0.0853	0.0443	full	200	0.378	0.7295	0.043	0.9015109181404114	40.2	8278.0	completed				0.0
405	optuna	8	16	64	0.000361	1	4	0.0832	0.0896	full	200	0.39	0.7213	0.0742	0.7584010839462281	18.0	9478.4	completed				0.0
406	optuna	9	8	8	0.000312	4	4	0.007	0.0851	minimal	200	0.37	0.7172	0.0391	0.8737832808494568	17.0	8788.8	completed				0.0
407	optuna	8	16	32	0.000186	1	16	0.0803	0.0883	minimal	200	0.38	0.7336	0.043	0.8986801600456238	29.6	9994.0	completed				0.0
408	optuna	9	64	64	9.1e-05	4	16	0.0123	0.0839	minimal	200	0.404	0.7664	0.0586	0.8540278697013854	38.1	9523.0	completed				0.0
409	optuna	8	32	32	1.2e-05	2	8	0.0998	0.0038	medium	200	0.324	0.6352	0.0273	1.6448928117752075	22.3	10647.4	completed				0.0
410	optuna	9	4	16	0.000248	2	8	0.0239	0.0815	full	200	0.394	0.7623	0.043	0.7095793652534484	25.8	10006.8	completed				0.0
411	optuna	8	64	256	0.00023	2	8	0.0713	0.0994	full	200	0.392	0.7582	0.043	0.6382610726356507	26.4	11542.6	completed				0.0
412	optuna	9	64	128	2.5e-05	4	16	0.0501	0.0969	medium	200	0.392	0.7418	0.0586	0.927949059009552	40.6	10771.9	completed				0.0
413	optuna	8	64	256	0.00019	2	8	0.0676	0.0736	full	200	0.394	0.75	0.0547	0.6366917848587036	26.5	12140.6	completed				0.0
414	optuna	9	4	16	0.000164	1	8	0.0457	0.081	full	200	0.374	0.7336	0.0312	0.7922272682189941	24.4	11186.9	completed				0.0
415	optuna	8	32	32	9.8e-05	2	8	0.0668	0.0712	full	200	0.386	0.7541	0.0352	0.7881018471717834	26.1	12584.5	completed				0.0
417	optuna	8	64	256	0.000252	4	8	0.0982	0.0724	full	200	0.442	0.791	0.1094	0.606729850769043	28.8	13370.8	completed				0.0
416	optuna	9	64	256	0.000489	4	16	0.042	0.0992	full	200	0.46	0.7787	0.1562	0.5402070271968842	46.3	12233.2	completed				0.0
418	optuna	8	64	256	0.000277	4	16	0.0996	0.0407	minimal	200	0.418	0.7787	0.0742	0.6922101736068725	38.4	13709.0	completed				0.0
419	optuna	9	64	256	0.000439	4	16	0.0462	0.0983	minimal	200	0.428	0.7992	0.0742	0.6394623017311096	38.0	12513.0	completed				0.0
420	optuna	8	64	256	5.3e-05	4	16	0.0998	0.0403	minimal	200	0.414	0.791	0.0547	0.8505074596405029	38.6	14307.0	completed				0.0
421	optuna	9	64	256	0.00044	4	16	0.0491	0.0972	medium	200	0.454	0.7951	0.1289	0.5935386753082276	40.5	13163.9	completed				0.0
422	optuna	8	64	256	0.000295	4	16	0.0908	0.0287	minimal	200	0.424	0.7951	0.0703	0.6850360655784606	38.7	14905.0	completed				0.0
423	optuna	9	64	256	0.000419	4	16	0.0602	0.0331	medium	200	0.44	0.7951	0.1016	0.600631742477417	40.7	13761.9	completed				0.0
424	optuna	8	64	256	0.000125	4	16	0.0893	0.0146	minimal	200	0.412	0.7828	0.0586	0.7536611127853393	38.8	15503.0	completed				0.0
425	optuna	9	64	256	0.00016	4	16	0.0373	0.0716	medium	200	0.432	0.7951	0.0859	0.6511832165718079	40.5	14359.9	completed				0.0
426	optuna	8	4	16	0.000361	4	16	0.0422	0.0341	minimal	200	0.394	0.7623	0.043	0.8352942323684692	38.7	16052.8	completed				0.0
427	optuna	9	64	256	0.000188	4	16	0.0662	0.0988	medium	200	0.422	0.7705	0.0898	0.656604928970337	40.3	14957.9	completed				0.0
428	optuna	9	64	256	0.000418	1	16	0.0999	0.0238	full	200	0.418	0.791	0.0625	0.6872805094718933	37.4	15728.6	completed				0.0
429	optuna	9	64	256	0.000496	4	16	0.0355	0.0728	medium	200	0.45	0.7787	0.1367	0.6011497759819031	39.5	16153.9	completed				0.0
430	autoresearch	1	16	32	0.0001	2	8	0.05	0.01	medium	200	0.38	0.7213	0.0547	0.8782975339889526	23.5	4626.4	completed		"{""lora_rank"": 16, ""lora_alpha"": 32, ""learning_rate"": 1e-4, ""batch_size"": 2, ""grad_accum_steps"": 8, ""warmup_ratio"": 0.05, ""weight_decay"": 0.01, ""lora_targets"": ""medium"", ""epochs"": 3}"		0.0
431	autoresearch	0	16	32	0.0001	2	8	0.05	0.01	medium	200	0.376	0.7172	0.0508	0.8784216332435608	23.7	4626.4	completed		"{""lora_rank"": 16, ""lora_alpha"": 32, ""learning_rate"": 1e-4, ""batch_size"": 2, ""grad_accum_steps"": 8, ""warmup_ratio"": 0.05, ""weight_decay"": 0.01, ""lora_targets"": ""medium"", ""epochs"": 3}"		0.0
432	autoresearch	1	64	128	0.0002	2	8	0.05	0.01	full	200	0.392	0.75	0.0508	0.6497440123558045	25.9	5558.5	completed		"{""lora_rank"": 64, ""lora_alpha"": 128, ""learning_rate"": 2e-4, ""batch_size"": 2, ""grad_accum_steps"": 8, ""warmup_ratio"": 0.05, ""weight_decay"": 0.01, ""lora_targets"": ""full"", ""epochs"": 3}"		0.0
433	autoresearch	0	64	128	0.0002	2	8	0.05	0.01	full	200	0.396	0.7582	0.0508	0.6493601751327515	26.0	5558.5	completed		"{""lora_rank"": 64, ""lora_alpha"": 128, ""learning_rate"": 2e-4, ""batch_size"": 2, ""grad_accum_steps"": 8, ""warmup_ratio"": 0.05, ""weight_decay"": 0.01, ""lora_targets"": ""full"", ""epochs"": 3}"		0.0
435	autoresearch	0	32	64	0.0003	2	8	0.05	0.01	full	200	0.402	0.7664	0.0547	0.6587757539749145	26.1	6002.4	completed		"{""lora_rank"": 32, ""lora_alpha"": 64, ""learning_rate"": 3e-4, ""batch_size"": 2, ""grad_accum_steps"": 8, ""warmup_ratio"": 0.05, ""weight_decay"": 0.01, ""lora_targets"": ""full"", ""epochs"": 3}"		0.0
434	autoresearch	1	32	64	0.0003	2	8	0.05	0.01	full	200	0.396	0.7541	0.0547	0.6585226273536682	26.2	6002.4	completed		"{""lora_rank"": 32, ""lora_alpha"": 64, ""learning_rate"": 3e-4, ""batch_size"": 2, ""grad_accum_steps"": 8, ""warmup_ratio"": 0.05, ""weight_decay"": 0.01, ""lora_targets"": ""full"", ""epochs"": 3}"		0.0
